song_id,isrc,song_name,album_name,language,label,Main_Label,Sub_Label,Label_Identification,artist,album_id,total,file_name,income,admin_Exp,royality,id,original_l1_name,original_l2_name,company
"srch_pplkolkata_IN-T44-18-02984","int441802984","Praner Kobi Amar Robi","Kobita Sonkolon : Vol-I","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","smriti pal hazra","srch_pplkolkata_192562946695","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-18-04551","int441804551","ghate jeta amar shudhu","Ghate jeta amar shudhu","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Shusmita Anis","srch_pplkolkata_193483821740","2","Kolkata","0.11236005","0.01685401","0.09550604","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_INT441703812","int441703812","Ebar Ujar Kore Lao Hey","Gitabitan  Vol. 43","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","ruma das","srch_pplkolkata_191773858117","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_INT441800839","int441800839","Dimi Dimi","Son Pashani Son","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Mahuya Banerjee","srch_pplkolkata_192562453841","9","Kolkata","0.50562022","0.07584303","0.42977719","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_INT442000340","int442000340","De De Pal Tule De","De De Pal Tule De","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","ishita datta","srch_pplkolkata_195081424064","2","Kolkata","0.11236005","0.01685401","0.09550604","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_INT442000787","int442000787","Parodeshi Megh","Nazrul Geeti Sankalan","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","debjani kar","srch_pplkolkata_195081921679","4","Kolkata","0.22472010","0.03370802","0.19101208","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-03806","int441603806","Sokhi Vabona Kahare Bole","Paran Khuley Dak","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","aitijhya roy","srch_pplkolkata_TTSL-CD-036","95","Kolkata","5.33710236","0.80056535","4.53653700","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-16102","int441616102","Amar Khuku Chotto Tokhon","Baba Meyer Gaan","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Sumita Manna Dey","srch_pplkolkata_TTSL-CD-156","7","Kolkata","0.39326017","0.05898903","0.33427115","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-20805","int441620805","Ashar Srabon Mane Nato Mon","Chirodiner","others","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","","srch_pplkolkata_TTSL-CD-203","13","Kolkata","0.73034032","0.10955105","0.62078927","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-25002","int441625002","Choker Aral","Ek Choke Swapno","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Rinku Mukherjee","srch_pplkolkata_TTSL-CD-245","63","Kolkata","3.53934156","0.53090124","3.00844033","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-26204","int441626204","Khwaja Baba","Fakiri And Bangla Qawwali","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Babu Fakir","srch_pplkolkata_TTSL-CD-257","5","Kolkata","0.28090012","0.04213502","0.23876511","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-27220","int441627220","Yoh Maang Passhyati Sarbattra Chaw Moyi Passhyati","Gita R Bani Robi R Gaan","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","soumitra chattyopadhyay","srch_pplkolkata_TTSL-CD-267","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-28402","int441628402","Bajrang Baan","Hanumant Vandan","hi","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","rina das","srch_pplkolkata_TTSL-CD-279","529","Kolkata","29.71923313","4.45788497","25.26134816","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-29101","int441629101","Aallah Re Aallah","Hiya Deba Kaak","as","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Javed Ali","srch_pplkolkata_TTSL-CD-286","11","Kolkata","0.61798027","0.09269704","0.52528323","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-36306","int441636306","O Nodi","Mon Baora","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Pratik Choudhury","srch_pplkolkata_TTSL-CD-358","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-51201","int441651201","Aji Joto Tara","Tagore On The Highway","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","neepabithi","srch_pplkolkata_TTSL-CD-507","6","Kolkata","0.33708015","0.05056202","0.28651813","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-51209","int441651209","Purano Sei","Tagore On The Highway","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","neepabithi","srch_pplkolkata_TTSL-CD-507","1608","Kolkata","90.33747990","13.55062199","76.78685792","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-56204","int441656204","Shopno Dekha Dilo","Prem Priti","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","sujoy bhowmik","srch_pplkolkata_TTSL-CD-555","220","Kolkata","12.35960546","1.85394082","10.50566464","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-58405","int441658405","Bose Achi He","Nirjane Swajane","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","joba bannerjee","srch_pplkolkata_TTSL-CD-574","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-61501","int441661501","Hum Dum","Hum Dum","hi","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","daniel tamang","srch_pplkolkata_TTSL-CD-591","27","Kolkata","1.51686067","0.22752910","1.28933157","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-62601","int441662601","Chirodin Kacha Basher","Teen Pagoler Gaan","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","teen pagoler gaan","srch_pplkolkata_TTSL-CD-602","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-64107","int441664107","Taloi Palonke Ghumaiche","Folkscape","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","tama dey","srch_pplkolkata_TTSL-CD-617","2","Kolkata","0.11236005","0.01685401","0.09550604","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-70203","int441670203","Sabadhan Sabadan","Pather Sheshe","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Anuchree Ich","srch_pplkolkata_TTSL-CD-677","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-17-03486","int441703486","Badal Meghe Madal Baaje","Gitabitan","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","ashok mukhopadhyay","srch_pplkolkata_191773851088","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-17-04327","int441704327","mor probhater ei prothom","Gitabitan vol. 61","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Raka Ganguly","srch_pplkolkata_191773864118","2","Kolkata","0.11236005","0.01685401","0.09550604","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-17-04827","int441704827","dakilo more jagar shathi","Gitabitan vol 85","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","bashabi bagchi","srch_pplkolkata_191773912512","4","Kolkata","0.22472010","0.03370802","0.19101208","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-17-85908","int441785908","O Shobnom Tumari Moton","Kare Bole Bhalobasa","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Andrew Kishore","srch_pplkolkata_TTSL-CD-835","52","Kolkata","2.92136129","0.43820419","2.48315710","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-17-90109","int441790109","Pooja Hai Mera Kaam","Tumko Jana Hai Chali Jao","hi","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","salim nehaly","srch_pplkolkata_TTSL-CD-808","5","Kolkata","0.28090012","0.04213502","0.23876511","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-17-95902","int441795902","Amaro Porano Jaha Chay","Antare Tumi","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Arijit Chakraborty","srch_pplkolkata_191773658540","83","Kolkata","4.66294206","0.69944131","3.96350075","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-18-00740","int441800740","kew kokhono por hobo na","Dukher bashor","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","onto khandaker","srch_pplkolkata_192562995167","223","Kolkata","12.52814553","1.87922183","10.64892370","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-18-00796","int441800796","ki jadu korila bonde","Ki pirite mon mojaile","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Shahnaz Belly","srch_pplkolkata_193483000152","73","Kolkata","4.10114181","0.61517127","3.48597054","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-18-02162","int441802162","adho alo","Asha","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Hanif rakri","srch_pplkolkata_192562942024","29","Kolkata","1.62922072","0.24438311","1.38483761","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-18-02182","int441802182","sritiheen bissonnota","Bhalobasar pongthimala","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","sabrina shuvra","srch_pplkolkata_193483153230","2","Kolkata","0.11236005","0.01685401","0.09550604","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-18-02195","int441802195","nirmolota","Bhalobasar pongthimala","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","sabrina shuvra","srch_pplkolkata_193483153230","16","Kolkata","0.89888040","0.13483206","0.76404834","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-18-02575","int441802575","Aaj Sraboner Purnimate","Praner Pradip","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","anindita maitra","srch_pplkolkata_192562871560","4","Kolkata","0.22472010","0.03370802","0.19101208","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-18-02780","int441802780","ai to hetha","Chander ato elo","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Majibul Quayyum","srch_pplkolkata_193483013992","12","Kolkata","0.67416030","0.10112405","0.57303625","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-18-03100","int441803100","na na na chaibo","Akash jokhon dake","ba","thinktrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","tulika chakraborty","srch_pplkolkata_192562982488","6","Kolkata","0.33708015","0.05056202","0.28651813","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-18-03734","int441803734","harekrishna  harekrishna","Fakeeri","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Mansur Fakir","srch_pplkolkata_193483189963","14","Kolkata","0.78652035","0.11797805","0.66854230","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-18-04476","int441804476","chand bene","Kripa miaye monosa","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","sandip ray gouri debnath","srch_pplkolkata_190374456296","2","Kolkata","0.11236005","0.01685401","0.09550604","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_INT441703718","int441703718","Chena Fuler Gandhoshrote Fagun","Gitabitan  Vol. 39","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Manika Dutta","srch_pplkolkata_191773854669","3","Kolkata","0.16854007","0.02528101","0.14325906","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_INT441900387","int441900387","Vande Mataram","Jagaron","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","sunanda ghosh","srch_pplkolkata_194491031756","20","Kolkata","1.12360050","0.16854007","0.95506042","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_INT441901514","int441901514","Ekhono Shomoy Ache","Keu Ba Kahini Hoye Jaay","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Agnibha Bandyopadhyay","srch_pplkolkata_194491409067","2","Kolkata","0.11236005","0.01685401","0.09550604","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_INT441901629","int441901629","Rimjhim","Abelay","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Shreya Ghoshal","srch_pplkolkata_194491647032","1204","Kolkata","67.64074988","10.14611248","57.49463740","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_INT442000382","int442000382","Chokkher Pani","Ajob","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","band_ajob","srch_pplkolkata_195081569475","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-17734","int441617734","Maa Ke Tora Kandash Ne Aar","Bhebe Chhilam Aapan Jare","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","sujon biswas","srch_pplkolkata_TTSL-CD-172","4","Kolkata","0.22472010","0.03370802","0.19101208","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-19413","int441619413","Priotoma Amar E Gaaner Surete","Bristi Nemeche","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Raghab Chatterjee","srch_pplkolkata_TTSL-CD-189","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-22202","int441622202","Ei Akash Amay Dakche","Dakche Akash Amay","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","sandip bhattacharya","srch_pplkolkata_TTSL-CD-217","3","Kolkata","0.16854007","0.02528101","0.14325906","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-22203","int441622203","Ei Matite Shoishob Katiyechi","Dakche Akash Amay","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Indrani Sen","srch_pplkolkata_TTSL-CD-217","50","Kolkata","2.80900124","0.42135019","2.38765106","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-35904","int441635904","Murgi Chor Remix","Misti Chheler Dushtu Buddhi","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","diya das","srch_pplkolkata_TTSL-CD-354","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-36007","int441636007","Hridoye Basona Purno Holo","Mohor Chayaye","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","ranjini mukherjee","srch_pplkolkata_TTSL-CD-355","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-44808","int441644808","Kolonkini Radha","Rm 20","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","rm 20","srch_pplkolkata_TTSL-CD-443","49","Kolkata","2.75282122","0.41292318","2.33989803","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-51205","int441651205","Gram Chara","Tagore On The Highway","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","neepabithi","srch_pplkolkata_TTSL-CD-507","56","Kolkata","3.14608139","0.47191221","2.67416918","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-58816","int441658816","sufi - morocco part 4","Sufi sutra 04","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","marouane hajji et l'ensemble akhawane","srch_pplkolkata_190374674331","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-67601","int441667601","Aha Tomar Songey Praner Khela","Pran Chaai","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","paulomi ganguly","srch_pplkolkata_TTSL-CD-653","6","Kolkata","0.33708015","0.05056202","0.28651813","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-17-02501","int441702501","Ami Vorer Kache","Sudhar Sagar","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Avik Bhattacharjee","srch_pplkolkata_191773786359","11","Kolkata","0.61798027","0.09269704","0.52528323","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-17-04580","int441704580","purbo gogon bhage dipto hoilo","Gitabitan vol. 72","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","swati paul","srch_pplkolkata_191773892135","15","Kolkata","0.84270037","0.12640506","0.71629532","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-17-80504","int441780504","keno kache eli","Mon sudhu toke chai","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","sree pritam","srch_pplkolkata_191018969646","2745","Kolkata","154.21416810","23.13212522","131.08204290","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-17-81304","int441781304","Sokolo Jonom Vore","Tomar Songe Eka","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","proma chakraborty","srch_pplkolkata_TTSL-CD-745","2","Kolkata","0.11236005","0.01685401","0.09550604","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-18-00072","int441800072","Dhay Jeno Mor","Hey Jibonswami","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Pradip Ghosh","srch_pplkolkata_192562103845","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-18-00367","int441800367","khelicho ei biswa loye","Gobhir gopan brishti","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Surojit Chatterjee","srch_pplkolkata_192562227428","58","Kolkata","3.25844144","0.48876622","2.76967522","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-18-00524","int441800524","praner shyam ailana","Pagol banaila maya lagaila","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Shahnaz Belly","srch_pplkolkata_193483008905","6","Kolkata","0.33708015","0.05056202","0.28651813","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-18-00733","int441800733","amar bari jaiyo bondhu","Diwana","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Shahnaz Belly","srch_pplkolkata_192562995112","69","Kolkata","3.87642171","0.58146326","3.29495846","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-18-01933","int441801933","Aji Jhorer Raate","Prem Bikoshito Antore","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","jonaki brahma saha","srch_pplkolkata_192562796948","3","Kolkata","0.16854007","0.02528101","0.14325906","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-18-02641","int441802641","tomake shudhu","Aral","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Mimi","srch_pplkolkata_193483177984","13","Kolkata","0.73034032","0.10955105","0.62078927","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-18-03551","int441803551","kothai acho","Vorer sapno","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Joba","srch_pplkolkata_193483030746","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-19-00071","int441900071","tomar pasher desh","Bijoya","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Arijit Singh","srch_pplkolkata_193483384481","128","Kolkata","7.19104318","1.07865648","6.11238670","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_INT441704858","int441704858","hawa laage gaaner paale","Gitabitan vol. 86","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","kaustav goswami","srch_pplkolkata_191773912772","6","Kolkata","0.33708015","0.05056202","0.28651813","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_INT441901633","int441901633","O Aakash","Abelay","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Shreya Ghoshal","srch_pplkolkata_194491647032","60","Kolkata","3.37080149","0.50562022","2.86518127","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_INT442000034","int442000034","Mone Roye Galo","Mone Roye Galo","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Nanditha","srch_pplkolkata_194491875695","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_INT442000944","int442000944","Durga Durgotinashini","Durga Durgotinashini - Single","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","swarnali bose protyush ghosh","srch_pplkolkata_195497450350","2","Kolkata","0.11236005","0.01685401","0.09550604","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_INT442100069","int442100069","Amar Moner Majhe Je Gaan","Aponi Racho Chhobi","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Kajori Sengupta","srch_pplkolkata_196006226596","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_INT442100166","int442100166","Kota Dini Banchle","Samay","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Agnibin Chattopadhyay","srch_pplkolkata_196006686451","3","Kolkata","0.16854007","0.02528101","0.14325906","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-05204","int441605204","Hari Hari Bole Duti Bahu Tole","Deoghare Jabi Jodi Mon","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","ananta kumar mistiri","srch_pplkolkata_TTSL-CD-048","2","Kolkata","0.11236005","0.01685401","0.09550604","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-13806","int441613806","Bhebe Chilam Apon Jare","Bhagyeete Jar Dukha Lekha","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","parikshit bala","srch_pplkolkata_TTSL-CD-133","36","Kolkata","2.02248089","0.30337213","1.71910876","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-14701","int441614701","Aachhe Dukhho","Anondodhara","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","sumit sachin","srch_pplkolkata_TTSL-CD-142","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-16203","int441616203","Raghu Pati Raghab","Babar Naam Gandhiji","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","sanjoy mondol and group","srch_pplkolkata_TTSL-CD-157","1","Kolkata","0.05618003","0.00842700","0.04775302","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-21303","int441621303","Deliverance","Chronic Xorn","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Mercy","srch_pplkolkata_TTSL-CD-208","3","Kolkata","0.16854007","0.02528101","0.14325906","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-27219","int441627219","Yada Yada Hi Dharmasya Glanir Bhavati Bharata","Gita R Bani Robi R Gaan","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","soumitra chattyopadhyay","srch_pplkolkata_TTSL-CD-267","30","Kolkata","1.68540074","0.25281011","1.43259063","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-32308","int441632308","Kandale Tumi More","Kandale Tumi More","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","achintya shastri","srch_pplkolkata_TTSL-CD-318","3","Kolkata","0.16854007","0.02528101","0.14325906","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-33101","int441633101","Amai Dubaili Re","Khomaprathi","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Madhubanti Bagchi","srch_pplkolkata_TTSL-CD-326","57","Kolkata","3.20226141","0.48033921","2.72192220","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-40201","int441640201","Adhuri","Ohm","hi","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","Avijit","srch_pplkolkata_TTSL-CD-397","4","Kolkata","0.22472010","0.03370802","0.19101208","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"srch_pplkolkata_IN-T44-16-40910","int441640910","Taka Mati","Parashmoni","ba","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","parthapratim deb","srch_pplkolkata_TTSL-CD-404","3","Kolkata","0.16854007","0.02528101","0.14325906","216","Thinktrek Software LLP","Thinktrek Software LLP",""
